Location,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Iran (Islamic Republic of),61583.089,62710.557,63900.63,65062.66,66131.854,67096.414,67983.33,68812.713,69617.1,70421.811,71227.88,72031.103,72845.542,73687.565,74567.511,75491.582,76453.574,77435.384,78411.092,79360.487,80277.428,81162.788,82011.735
Iraq,20845.893,21509.291,22190.25,22878.156,23565.413,24251.649,24939.299,25627.626,26316.609,27008.426,27697.912,28390.433,29111.417,29894.652,30762.701,31727.053,32776.571,33883.145,35006.08,36115.649,37202.572,38274.618,39339.753
Ireland,3679.849,3712.464,3750.57,3795.699,3848.776,3909.293,3976.288,4049.547,4128.749,4212.977,4303.37,4398.073,4489.589,4568.064,4626.928,4662.579,4678.117,4681.967,4686.347,4700.107,4726.078,4761.657,4803.748
Isle of Man,70.431,70.869,71.39,71.952,72.554,73.192,73.87,74.587,75.341,76.118,76.914,77.727,78.534,79.325,80.072,80.759,81.406,82.013,82.59,83.167,83.737,84.287,84.831
Israel,5488.077,5631.544,5765.21,5891.77,6013.741,6129.53,6239.285,6349.519,6468.827,6602.97,6755.211,6922.685,7097.41,7267.895,7425.959,7568.774,7699.105,7821.105,7941.329,8064.547,8191.828,8321.57,8452.841
Italy,57229.67,57184.901,57153.554,57179.989,57293.721,57506.367,57801.763,58147.037,58494.704,58808.483,59079.869,59313.511,59502.385,59641.853,59729.807,59759.929,59733.834,59668,59585.668,59504.212,59429.938,59359.9,59290.969
Jamaica,2561.993,2586.827,2611.367,2634.882,2656.864,2677.011,2695.446,2712.511,2728.777,2744.673,2760.279,2775.467,2790.122,2804.082,2817.21,2829.493,2840.992,2851.807,2862.087,2871.934,2881.355,2890.299,2898.677
Japan,126654.021,126902.628,127127.265,127335.858,127533.934,127723.513,127902.617,128067.794,128213.632,128335.767,128432.994,128505.251,128550.508,128566.659,128551.873,128505.399,128426.384,128312.92,128162.873,127974.958,127748.513,127484.45,127185.332
Jordan,4716.373,4832.267,4927.912,5014.899,5103.13,5193.482,5287.488,5396.774,5535.595,5714.111,5934.232,6193.191,6489.822,6821.116,7182.39,7574.943,7992.573,8413.464,8809.306,9159.302,9455.802,9702.353,9903.802
Kazakhstan,15820.631,15581.752,15349.899,15165.574,15057.363,15039.971,15105.645,15232.325,15385.916,15541.457,15690.861,15841.355,16001.176,16184.163,16398.976,16647.38,16921.179,17207.257,17487.779,17749.648,17987.736,18204.499,18403.86
Kenya,28147.734,28954.114,29769.803,30600.397,31450.483,32321.482,33214.009,34130.852,35074.931,36048.288,37052.05,38085.909,39148.416,40237.204,41350.152,42486.839,43646.629,44826.849,46024.25,47236.259,48461.567,49699.862,50950.879
Kiribati,78.907,80.184,81.55,82.966,84.406,85.858,87.343,88.895,90.542,92.325,94.26,96.311,98.44,100.568,102.652,104.656,106.613,108.535,110.458,112.407,114.395,116.398,118.414
Kuwait,1631.74,1715.314,1836.353,1957.066,2050.741,2109.355,2143.833,2169.118,2207.939,2276.623,2377.258,2503.41,2652.34,2818.939,2998.083,3191.051,3395.556,3598.385,3782.45,3935.794,4052.584,4136.528,4197.128
Kyrgyzstan,4629.398,4705.638,4786.773,4861.129,4920.718,4962.59,4990.687,5012.269,5037.929,5075.38,5126.73,5189.72,5262.294,5340.781,5422.337,5506.601,5594.108,5683.808,5774.566,5865.401,5955.734,6045.117,6132.932
Lao People's Democratic Republic,4957.18,5056.519,5150.763,5241.284,5329.304,5414.568,5497.273,5579.656,5664.605,5754.026,5849.356,5949.787,6052.19,6152.036,6246.274,6333.487,6415.169,6494.557,6576.397,6663.967,6758.353,6858.16,6961.21
Latin America and the Caribbean,494867.219,502786.732,510597.435,518271.926,525794.973,533150.548,540353.646,547458.825,554541.436,561655.871,568818.539,576013.494,583222.304,590413.658,597561.53,604661.714,611713.895,618698.846,625593.922,632380.831,639048.639,645593.253,652012.001
Latvia,2478.825,2453.302,2430.547,2408.09,2384.163,2358.677,2332.492,2305.775,2278.855,2251.983,2225.223,2198.518,2171.881,2145.309,2118.848,2092.493,2066.374,2040.784,2016.125,1992.663,1970.53,1949.67,1929.938
Least developed countries,600926.162,616437.048,632146.821,648229.112,664804.763,681932.226,699560.739,717572.892,735796.583,754118.072,772488.966,790978.141,809730.997,828953.32,848791.962,869298.106,890423.474,912093.996,934192.321,956631.108,979387.925,1002485.957,1025936.734
Lebanon,3070.96,3092.67,3113.951,3156.646,3235.366,3359.859,3522.837,3701.464,3863.267,3986.852,4057.35,4086.466,4111.047,4183.156,4337.141,4588.368,4916.404,5276.102,5603.279,5851.479,6006.668,6082.357,6093.509
Lesotho,1787.273,1810.453,1831.298,1850.527,1868.699,1885.955,1902.312,1918.097,1933.728,1949.543,1965.662,1982.287,1999.93,2019.209,2040.551,2064.166,2089.928,2117.361,2145.785,2174.645,2203.821,2233.339,2263.01
Less developed regions,4656138.78,4731247.569,4805773.278,4880090.302,4954502.254,5029153.415,5104099.227,5179442.256,5255258.935,5331613.853,5408523.354,5486026.584,5564219.087,5643207.197,5723026.653,5803710.817,5885122.364,5966906.465,6048589.514,6129802.274,6210388.118,6290339.608,6369619.648
"Less developed regions, excluding China",3378157.832,3443939.053,3509852.73,3575973.862,3642371.416,3709070.097,3776100.926,3843549.289,3911515.033,3980077.157,4049235.086,4118990.845,4189420.663,4260613.466,4332606.955,4405430.289,4478990.918,4553048.983,4627282.13,4701441.323,4775416.037,4849208.305,4922818.326
"Less developed regions, excluding least developed countries",4055212.618,4114810.521,4173626.457,4231861.19,4289697.491,4347221.189,4404538.488,4461869.364,4519462.352,4577495.781,4636034.388,4695048.443,4754488.09,4814253.877,4874234.691,4934412.711,4994698.89,5054812.469,5114397.193,5173171.166,5231000.193,5287853.651,5343682.914
Liberia,2191.179,2358.469,2551.062,2734.518,2884.522,2991.132,3062.863,3116.233,3176.414,3261.23,3375.838,3512.932,3662.993,3811.528,3948.125,4070.167,4181.563,4286.291,4390.737,4499.621,4613.823,4731.906,4853.516
Libya,5035.884,5117.269,5195.502,5274.163,5355.751,5440.566,5527.515,5615.952,5704.759,5792.688,5881.435,5970.362,6053.078,6121.053,6169.14,6193.501,6198.258,6195.97,6204.108,6234.955,6293.253,6374.616,6470.956
Liechtenstein,31.325,31.838,32.355,32.842,33.286,33.671,34.018,34.321,34.596,34.852,35.095,35.322,35.541,35.766,36.003,36.264,36.545,36.834,37.127,37.403,37.666,37.922,38.155
Lithuania,3603.745,3579.904,3555.133,3529.178,3501.835,3473.617,3444.754,3414.352,3381.118,3344.252,3303.671,3260.091,3214.627,3168.772,3123.803,3079.881,3037.246,2997.334,2961.846,2931.926,2908.249,2890.297,2876.475
Low-income countries,381823.685,392209.889,402805.256,413745.647,425129.552,436993.814,449310.184,462034.389,475094.388,488440.913,502059.411,515977.457,530237.548,544900.284,560007.444,575572.515,591576.162,607987.351,624759.914,641858.608,659272.676,677006.927,695060.1
Lower-middle-income countries,2175500.227,2216635.473,2257709.39,2298784.495,2339911.631,2381099.246,2422348.987,2463697.214,2505185.425,2546842.104,2588682.695,2630698.567,2672862.081,2715130.776,2757470.386,2799869.362,2842325.829,2884825.737,2927355.189,2969900.999,3012429.531,3054924.177,3097406.897
Luxembourg,413.999,419.974,425.833,431.262,436.103,440.198,443.726,447.322,451.819,457.842,465.554,474.722,485.105,496.279,507.889,519.941,532.387,544.721,556.316,566.741,575.747,583.455,590.321
Madagascar,13902.688,14347.854,14808.791,15282.521,15766.806,16260.932,16765.117,17279.141,17802.997,18336.724,18880.268,19433.523,19996.469,20569.121,21151.64,21743.949,22346.573,22961.146,23589.801,24234.088,24894.551,25570.895,26262.81
Malawi,10109.789,10381.862,10704.744,11044.356,11376.172,11695.863,12013.711,12336.687,12676.038,13039.711,13429.262,13840.969,14271.234,14714.602,15167.095,15627.618,16097.305,16577.147,17068.838,17573.607,18091.575,18622.104,19164.728
Malaysia,21023.321,21565.325,22113.464,22656.286,23185.608,23698.907,24198.811,24688.703,25174.109,25659.393,26143.566,26625.845,27111.069,27605.383,28112.289,28635.128,29170.456,29706.724,30228.017,30723.155,31187.265,31624.264,32042.458
Maldives,259.327,264.275,269.206,274.484,280.384,287.027,294.341,302.209,310.423,318.836,327.371,336.07,345.054,354.501,364.511,375.131,386.203,397.397,408.247,418.403,427.756,436.33,444.259
Mali,9856.81,10114.094,10380.835,10663.723,10967.69,11293.258,11638.929,12005.128,12391.906,12798.763,13227.064,13675.606,14138.216,14606.597,15075.085,15540.989,16006.67,16477.818,16962.846,17467.905,17994.837,18541.98,19107.706
Malta,383.71,387.184,390.605,393.805,396.668,399.155,401.303,403.211,405.007,406.787,408.563,410.324,412.128,414.045,416.11,418.367,420.789,423.246,425.57,427.616,429.362,430.835,432.089
Marshall Islands,51.401,51.692,51.925,52.079,52.159,52.183,52.158,52.116,52.074,52.055,52.078,52.137,52.218,52.32,52.425,52.542,52.663,52.793,52.898,52.994,53.066,53.127,53.167
Martinique,371.918,375.654,379.663,383.547,387.004,389.973,392.485,394.508,396.024,397.047,397.565,397.577,397.107,396.204,394.91,393.209,391.164,389.05,387.204,385.842,385.103,384.896,385.065
Mauritania,2397.245,2471.598,2549.223,2628.803,2709.359,2790.729,2873.228,2957.117,3042.823,3130.72,3220.653,3312.665,3407.541,3506.288,3609.543,3717.672,3830.239,3946.17,4063.92,4182.341,4301.018,4420.184,4540.068
Mauritius,1141.948,1154.14,1165.283,1175.574,1185.145,1193.917,1201.812,1208.994,1215.677,1222.003,1228.098,1233.911,1239.293,1244.024,1247.955,1251.023,1253.371,1255.29,1257.219,1259.456,1262.132,1265.138,1268.315
Mayotte,128.758,134.216,139.579,144.94,150.331,155.754,161.205,166.721,172.339,178.098,184.031,190.098,196.279,202.503,208.718,214.923,221.122,227.351,233.638,240.02,246.489,253.045,259.682
Melanesia,6543.399,6702.431,6864.394,7028.438,7193.988,7360.553,7528.313,7698.111,7871.221,8048.467,8230.174,8415.756,8604.13,8793.691,8983.311,9172.576,9361.723,9551.124,9741.442,9933.15,10126.249,10320.506,10515.806
Mexico,95687.452,97281.739,98821.456,100300.579,101719.673,103067.068,104355.608,105640.453,106995.583,108472.228,110092.378,111836.346,113661.809,115505.228,117318.941,119090.017,120828.307,122535.969,124221.6,125890.949,127540.423,129163.276,130759.074
Micronesia,473.796,481.389,488.034,493.488,497.632,500.451,502.076,502.769,502.885,502.742,502.441,502.012,501.777,502.04,503.056,504.937,507.706,511.151,514.97,518.995,523.167,527.53,531.996
Micronesia (Fed. States of),108.344,108.502,108.238,107.816,107.432,107.165,106.983,106.816,106.577,106.196,105.684,105.078,104.478,103.96,103.616,103.468,103.503,103.702,104.015,104.433,104.937,105.544,106.227
Middle Africa,86588.291,88875.647,91144.828,93521.619,96098.868,98904.195,101915.477,105115.738,108470.523,111954.048,115567.081,119320.013,123206.46,127218.929,131351.399,135600.334,139964.428,144442.785,149035.564,153742.724,158562.976,163494.885,168538.203
Middle-income countries,4405121.314,4466813.945,4527594.916,4587741.55,4647489.693,4706978.594,4766301.524,4825586.517,4884948.742,4944485.729,5004220.786,5064199.911,5124552.316,5185424.323,5246881.509,5308974.416,5371564.898,5434287.584,5496648.665,5558263.979,5618975.116,5678780.098,5737641.716
Monaco,30.967,31.251,31.523,31.8,32.082,32.36,32.629,32.933,33.314,33.793,34.408,35.111,35.853,36.534,37.094,37.497,37.783,37.971,38.132,38.307,38.499,38.695,38.897
Mongolia,2316.567,2335.695,2355.59,2376.162,2397.436,2419.776,2443.659,2469.286,2496.832,2526.446,2558.012,2591.67,2628.131,2668.289,2712.65,2761.516,2814.226,2869.107,2923.896,2976.877,3027.398,3075.647,3121.772
Montenegro,619.707,618.216,616.34,614.65,613.56,613.175,613.382,614.097,615.145,616.388,617.832,619.484,621.205,622.852,624.285,625.466,626.386,627.094,627.674,628.178,628.615,628.96,629.219
Montserrat,9.376,8.216,6.936,5.787,4.955,4.505,4.376,4.471,4.644,4.778,4.846,4.889,4.908,4.923,4.944,4.994,5.031,5.068,5.098,5.124,5.152,5.177,5.203
More developed regions,1175426.24,1179318.726,1183072.825,1186777.089,1190504.735,1194258.743,1198050.412,1201966.731,1206111.93,1210545.53,1215324.559,1220392.009,1225552.166,1230533.857,1235142.506,1239297.769,1243054.571,1246519.987,1249863.519,1253206.546,1256576.162,1259922.493,1263199.677
Morocco,27460.603,27825.901,28175.263,28514.798,28849.621,29181.832,29512.368,29843.937,30179.285,30521.07,30869.346,31225.881,31596.855,31989.897,32409.639,32858.823,33333.789,33824.769,34318.082,34803.322,35276.786,35739.58,36191.805
Mozambique,16248.232,16701.351,17136.78,17584.869,18067.687,18588.758,19139.658,19716.598,20312.705,20923.07,21547.463,22188.387,22846.758,23524.063,24221.405,24939.005,25676.606,26434.372,27212.382,28010.691,28829.476,29668.834,30528.673
Myanmar,43793.31,44371.525,44959.935,45539.435,46095.462,46627.994,47140.22,47624.894,48073.707,48482.614,48846.474,49171.586,49479.752,49800.69,50155.896,50553.031,50986.514,51448.196,51924.182,52403.669,52885.223,53370.609,53855.735
Namibia,1706.489,1758.994,1810.566,1858.042,1899.257,1933.596,1962.147,1986.535,2009.228,2032.196,2055.734,2079.915,2106.375,2137.04,2173.17,2215.621,2263.934,2316.52,2370.992,2425.561,2479.713,2533.794,2587.801
Nauru,10.029,10.057,10.046,10.04,10.037,10.052,10.08,10.106,10.126,10.114,10.071,10.002,9.947,9.945,10.025,10.208,10.478,10.79,11.07,11.26,11.347,11.359,11.312
Nepal,21903.379,22389.803,22856.305,23305.994,23740.911,24161.777,24566.342,24950.623,25309.449,25640.287,25940.618,26214.847,26475.859,26741.103,27023.137,27327.147,27649.925,27985.31,28323.241,28656.282,28982.771,29304.998,29624.035
Netherlands,15563.255,15655.475,15745.647,15835.523,15926.188,16018.114,16110.355,16200.951,16287.182,16367.158,16440.222,16507.056,16568.734,16626.926,16682.917,16737.002,16789.095,16839.699,16889.356,16938.499,16987.33,17035.938,17084.459
New Caledonia,195.216,199.715,204.18,208.582,212.871,217.04,221.088,225.026,228.883,232.686,236.435,240.129,243.786,247.413,251.037,254.657,258.275,261.889,265.497,269.091,272.677,276.255,279.821
New Zealand,3717.349,3752.362,3783.974,3818.131,3858.999,3907.933,3963.206,4022.069,4080.438,4135.355,4185.917,4233.151,4278.325,4323.482,4370.062,4418.365,4467.743,4517.527,4566.7,4614.532,4660.833,4705.818,4749.598
Nicaragua,4700.779,4786.64,4869.626,4949.66,5026.796,5100.75,5171.734,5240.879,5309.703,5379.328,5450.211,5522.106,5594.506,5666.581,5737.723,5807.82,5877.108,5945.747,6013.997,6082.035,6149.928,6217.581,6284.757
Niger,9819.964,10180.061,10556.549,10947.829,11352.973,11771.976,12206.002,12656.87,13127.012,13618.449,14132.064,14668.338,15228.525,15813.913,16425.578,17064.636,17731.634,18426.372,19148.219,19896.965,20672.987,21477.348,22311.375
Nigeria,110732.904,113522.705,116385.75,119327.073,122352.009,125463.434,128666.71,131972.533,135393.616,138939.478,142614.094,146417.024,150347.39,154402.181,158578.261,162877.076,167297.284,171829.303,176460.502,181181.744,185989.64,190886.311,195875.237
Niue,2.124,2.067,2.011,1.956,1.899,1.854,1.789,1.755,1.715,1.683,1.662,1.651,1.639,1.636,1.63,1.63,1.623,1.623,1.616,1.629,1.624,1.618,1.624
Northern Africa,161147.693,164048.569,166870.573,169688.534,172558.87,175508.848,178532.165,181612.134,184717.778,187832.255,190943.294,194076.392,197295.994,200688.229,204310.19,208185.873,212283.783,216536.065,220844.881,225135.657,229385.603,233603.574,237784.677
Northern America,298550.675,302165.132,305846.481,309442.255,312845.026,316004.041,318955.126,321783.263,324616.926,327545.823,330601.133,333743.187,336906.35,339993.501,342936.927,345716.402,348362.053,350917.629,353448.548,356003.541,358593.81,361207.811,363844.49
Northern Europe,93512.607,93756.133,94010.43,94272.734,94543.861,94815.556,95095.975,95420.955,95837.972,96376.906,97056.005,97854.164,98713.51,99552.864,100313.727,100974.168,101550.511,102069.505,102574.541,103097.292,103642.971,104199.623,104761.581
Northern Mariana Islands,59.364,62.528,65.474,67.755,69.094,69.388,68.763,67.422,65.663,63.744,61.688,59.513,57.431,55.674,54.424,53.786,53.718,54.036,54.468,54.816,55.023,55.144,55.194
Norway,4393.209,4420.262,4447.486,4474.004,4499.367,4523.145,4546.019,4570.106,4598.214,4632.364,4673.07,4719.648,4771.409,4827.18,4885.878,4947.595,5012.007,5077.101,5140.311,5199.836,5254.694,5305.383,5353.363
Oceania,29593.028,29997.105,30401.381,30810.664,31229.422,31656.849,32094.472,32551.66,33040.246,33567.637,34138.499,34747.498,35379.766,36014.268,36635.566,37237.877,37824.446,38399.398,38970.389,39542.98,40117.432,40690.786,41261.212
Oman,2236.666,2249.773,2251.875,2254.918,2267.991,2294.787,2334.285,2385.255,2444.751,2511.269,2582.991,2662.762,2759.014,2882.942,3041.46,3237.268,3464.644,3711.481,3960.925,4199.81,4424.762,4636.262,4829.946
Pakistan,125938.339,129086.987,132253.264,135405.584,138523.285,141601.437,144654.143,147703.401,150780.3,153909.667,157093.993,160332.974,163644.603,167049.58,170560.182,174184.265,177911.533,181712.595,185546.257,189380.513,193203.476,197015.955,200813.818
Palau,17.691,18.123,18.524,18.879,19.175,19.404,19.574,19.7,19.804,19.906,20.012,20.116,20.228,20.342,20.47,20.599,20.758,20.92,21.094,21.288,21.503,21.729,21.964
Panama,2796.344,2853.941,2912.328,2971.197,3030.347,3089.684,3149.265,3209.174,3269.541,3330.465,3391.905,3453.807,3516.268,3579.385,3643.222,3707.782,3772.938,3838.462,3903.986,3969.249,4034.119,4098.587,4162.618
Papua New Guinea,5022.437,5154.91,5291.178,5430.479,5572.222,5716.152,5862.316,6010.724,6161.517,6314.709,6470.272,6627.922,6787.187,6947.447,7108.239,7269.348,7430.836,7592.865,7755.785,7919.825,8084.991,8251.162,8418.346
Paraguay,4870.694,4980.344,5089.31,5196.937,5302.7,5406.624,5508.611,5607.95,5703.74,5795.494,5882.796,5966.159,6047.117,6127.837,6209.877,6293.783,6379.219,6465.74,6552.584,6639.119,6725.308,6811.297,6896.908
Peru,24441.074,24827.406,25199.748,25561.299,25914.879,26261.363,26601.467,26937.738,27273.194,27610.41,27949.944,28292.724,28641.98,29001.507,29373.646,29759.989,30158.966,30565.716,30973.354,31376.671,31773.839,32165.485,32551.815
Philippines,71446.107,73064.764,74693.695,76335.812,77991.569,79665.315,81352.06,83031.954,84678.493,86274.237,87809.419,89293.49,90751.864,92220.879,93726.624,95277.94,96866.642,98481.032,100102.249,101716.359,103320.222,104918.09,106512.074
Poland,38503.607,38538.73,38558.054,38561.694,38550.495,38524.005,38484.472,38438.826,38396.066,38362.666,38341.036,38329.585,38325.689,38324.87,38323.402,38320.947,38317.404,38309.451,38293.06,38265.226,38224.41,38170.712,38104.832
Polynesia,586.799,593.335,599.934,606.495,612.966,619.379,625.686,631.739,637.273,642.17,646.361,649.915,653.041,656.015,659.073,662.2,665.425,668.867,672.609,676.747,681.335,686.371,691.565
Portugal,10192.394,10232.884,10272.286,10312.611,10355.117,10399.312,10443.668,10487.113,10528.268,10565.723,10599.951,10630.12,10652.099,10660.616,10652.321,10625.33,10581.821,10527.674,10471.168,10418.473,10371.627,10329.506,10291.196
Puerto Rico,3719.324,3746.359,3769.336,3786.575,3796.977,3799.907,3796.028,3787.268,3776.359,3765.399,3755.113,3745.258,3735.788,3726.331,3716.693,3706.984,3697.576,3688.723,3680.715,3673.728,3667.903,3663.131,3659.007
Qatar,522.304,534.608,550.43,569.447,592.267,616.886,645.659,688.586,758.855,864.863,1010.382,1189.633,1389.342,1590.78,1779.676,1952.054,2109.568,2250.473,2374.419,2481.539,2569.804,2639.211,2694.849
Republic of Korea,45757.361,46202.604,46627.442,47023.88,47386.312,47712.788,48004.786,48265.026,48498.083,48708.497,48895.845,49062.429,49218.985,49379.208,49552.855,49744.659,49952.244,50169.242,50385.56,50593.662,50791.919,50982.212,51164.435
Republic of Moldova,4314.7,4284.931,4253.284,4224.273,4201.089,4185.505,4176.616,4171.646,4166.337,4157.699,4144.73,4128.649,4111.44,4096.04,4084.481,4077.368,4073.703,4071.964,4069.939,4065.98,4059.608,4051.212,4041.065
Réunion,686.463,699.299,711.992,724.484,736.71,748.658,760.258,771.384,781.864,791.598,800.543,808.735,816.335,823.537,830.519,837.304,843.907,850.4,856.867,863.363,869.925,876.562,883.247
Romania,22804.165,22632.805,22458.077,22288.057,22128.128,21984.135,21854.676,21728.919,21591.164,21431.018,21243.922,21036.111,20821.084,20617.955,20440.347,20292.967,20171.255,20068.201,19972.736,19876.621,19778.083,19679.306,19580.634
Russian Federation,148073.924,147768.371,147381.001,146919.737,146396.514,145814.864,145194.882,144584.695,144044.607,143618.185,143322.933,143150.142,143083.187,143092.765,143153.869,143263.988,143420.597,143597.23,143761.378,143888.004,143964.513,143989.754,143964.709
Rwanda,6115.168,6522.382,7059.813,7593.239,8025.703,8329.406,8536.205,8680.346,8818.438,8991.735,9206.58,9447.402,9708.169,9977.446,10246.842,10516.071,10788.853,11065.151,11345.357,11629.553,11917.508,12208.407,12501.156
Saint Helena,5.264,5.251,5.241,5.201,5.114,4.972,4.792,4.586,4.408,4.275,4.201,4.165,4.166,4.176,4.177,4.152,4.117,4.081,4.054,4.034,4.035,4.049,4.074
